[2021-12-07 17:50:23] {main_widget.py:222} WARNING - Not Auto Login Now.
[2021-12-07 17:50:33] {main_widget.py:222} WARNING - Not Auto Login Now.
[2021-12-07 17:50:35] {main_widget.py:161} WARNING - User Config is Updated
[2021-12-07 17:50:43] {main_widget.py:222} WARNING - Not Auto Login Now.
[2021-12-07 17:50:53] {main_widget.py:222} WARNING - Not Auto Login Now.
[2021-12-07 17:50:56] {main_widget.py:91} WARNING - Launch Thread Start: start login and online status check
[2021-12-07 17:50:56] {main_widget.py:190} WARNING - Change Launch Status: True
[2021-12-07 17:51:03] {main_widget.py:196} INFO - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870854}
[2021-12-07 17:51:03] {main_widget.py:206} CRITICAL - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870854}
[2021-12-07 17:51:03] {main_widget.py:209} INFO - {'client_ip': '113.54.156.99', 'ecode': 'E2901', 'error': 'login_error', 'error_msg': 'E2901: (Third party 1)ldap_first_entry error', 'online_ip': '113.54.156.99', 'res': 'login_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870854}
[2021-12-07 17:51:03] {main_widget.py:212} CRITICAL - Login Res：E2901: (Third party 1)ldap_first_entry error
[2021-12-07 17:51:13] {main_widget.py:196} INFO - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870864}
[2021-12-07 17:51:13] {main_widget.py:206} CRITICAL - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870864}
[2021-12-07 17:51:13] {main_widget.py:209} INFO - {'client_ip': '113.54.156.99', 'ecode': 'E2901', 'error': 'login_error', 'error_msg': 'E2901: (Third party 1)ldap_first_entry error', 'online_ip': '113.54.156.99', 'res': 'login_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870864}
[2021-12-07 17:51:13] {main_widget.py:212} CRITICAL - Login Res：E2901: (Third party 1)ldap_first_entry error
[2021-12-07 17:51:23] {main_widget.py:196} INFO - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870874}
[2021-12-07 17:51:23] {main_widget.py:206} CRITICAL - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870874}
[2021-12-07 17:51:23] {main_widget.py:209} INFO - {'client_ip': '113.54.156.99', 'ecode': 'E2901', 'error': 'login_error', 'error_msg': 'E2901: (Third party 1)ldap_first_entry error', 'online_ip': '113.54.156.99', 'res': 'login_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870874}
[2021-12-07 17:51:23] {main_widget.py:212} CRITICAL - Login Res：E2901: (Third party 1)ldap_first_entry error
[2021-12-07 17:51:33] {main_widget.py:196} INFO - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870884}
[2021-12-07 17:51:33] {main_widget.py:206} CRITICAL - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870884}
[2021-12-07 17:51:33] {main_widget.py:209} INFO - {'client_ip': '113.54.156.99', 'ecode': 'E2901', 'error': 'login_error', 'error_msg': 'E2901: (Third party 1)ldap_first_entry error', 'online_ip': '113.54.156.99', 'res': 'login_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870884}
[2021-12-07 17:51:38] {main_widget.py:161} WARNING - User Config is Updated
[2021-12-07 17:51:43] {main_widget.py:196} INFO - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870894}
[2021-12-07 17:51:43] {main_widget.py:206} CRITICAL - {'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'not_online_error', 'error_msg': '', 'online_ip': '113.54.156.99', 'res': 'not_online_error', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'st': 1638870894}
[2021-12-07 17:51:43] {main_widget.py:209} INFO - {'ServerFlag': 0, 'ServicesIntfServerIP': '0.0.0.0', 'ServicesIntfServerPort': '8001', 'access_token': '555fa587db9cab7a5df85405b775bd91c96abe1a95d101df5414194ded9de3a6', 'checkout_date': 0, 'client_ip': '113.54.156.99', 'ecode': 0, 'error': 'ok', 'error_msg': '', 'online_ip': '113.54.156.99', 'ploy_msg': 'E0000: Login is successful.', 'real_name': '', 'remain_flux': 0, 'remain_times': 0, 'res': 'ok', 'srun_ver': 'SRunCGIAuthIntfSvr V1.18 B20181212', 'suc_msg': 'login_ok', 'sysver': '1.01.20181212', 'username': '202021081104@dx-uestc', 'wallet_balance': 0}
[2021-12-07 18:36:28] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873579, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:36:38] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873589, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:36:48] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873599, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:36:58] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873609, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:37:08] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873619, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:37:18] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873629, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:37:28] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873639, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:37:38] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873649, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:37:48] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873659, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:37:58] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873669, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:38:08] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873679, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:38:18] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873689, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:38:28] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873699, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:38:38] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873709, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:38:48] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873719, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:38:58] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873729, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:39:08] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873739, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:39:18] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873749, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:39:28] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873759, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:39:38] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873769, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:39:48] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873779, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:39:58] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873789, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:40:08] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873799, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:40:18] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873810, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:40:28] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873820, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:40:39] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873830, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:40:49] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873840, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:40:59] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873850, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:41:09] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873860, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:41:19] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873870, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:41:29] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873880, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:41:39] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873890, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:41:49] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873900, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:41:59] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873911, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:42:10] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873921, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:42:20] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873931, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:42:30] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873941, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
[2021-12-07 18:42:40] {main_widget.py:196} INFO - {'ServerFlag': 4294967040, 'add_time': 1638873515, 'all_bytes': 0, 'bytes_in': 0, 'bytes_out': 0, 'checkout_date': 0, 'domain': 'dx-uestc', 'error': 'ok', 'keepalive_time': 1638873951, 'online_ip': '113.54.156.99', 'real_name': '', 'remain_seconds': 0, 'sum_bytes': 1416832045794, 'sum_seconds': 17192743, 'sysver': '1.01.20181212', 'user_balance': 0, 'user_charge': 0, 'user_mac': '7c:10:c9:1d:e1:17', 'user_name': '202021081104', 'wallet_balance': 0}
